ep	step	tier
L-075	66	1
L-075	67	1
L-075	68	1
L-075	69	1
L-076	0	4
L-076	1	4
L-076	2	4
L-076	3	4
L-076	4	4
L-076	5	4
L-076	6	4
L-076	7	4
L-076	8	4
L-076	9	4
L-076	10	4
L-076	11	4
L-076	12	4
L-076	13	4
L-076	14	4
L-076	15	4
L-076	16	4
L-076	17	4
L-076	18	4
L-076	19	4
L-076	20	4
L-076	21	4
L-076	22	4
L-076	23	4
L-076	24	4
L-076	25	4
L-076	26	4
L-076	27	4
L-076	28	4
L-076	29	4
L-076	30	4
L-076	31	4
L-076	32	4
L-076	33	4
L-076	34	4
L-076	35	4
L-076	36	4
L-076	37	4
L-076	38	4
L-076	39	4
L-076	40	4
L-076	41	4
L-076	42	4
L-076	43	4
L-076	44	4
L-076	45	4
L-076	46	4
L-076	47	4
L-076	48	4
L-076	49	4
L-076	50	4
L-076	51	4
L-076	52	4
L-076	53	4
L-076	54	4
L-076	55	4
L-076	56	4
L-076	57	4
L-076	58	4
L-076	59	4
L-076	60	4
L-076	61	4
L-076	62	4
L-076	63	4
L-076	64	1
L-076	65	1
L-076	66	1
L-076	67	1
L-076	68	1
L-076	69	1
L-077	0	4
L-077	1	4
L-077	2	4
L-077	3	4
L-077	4	4
L-077	5	4
L-077	6	4
L-077	7	4
L-077	8	4
L-077	9	4
L-077	10	4
L-077	11	4
L-077	12	4
L-077	13	4
L-077	14	4
L-077	15	4
L-077	16	4
L-077	17	4
L-077	18	4
L-077	19	4
L-077	20	4
L-077	21	4
L-077	22	4
L-077	23	4
L-077	24	4
L-077	25	4
L-077	26	4
L-077	27	4
L-077	28	4
L-077	29	4
L-077	30	4
L-077	31	4
L-077	32	4
L-077	33	4
L-077	34	4
L-077	35	4
L-077	36	4
L-077	37	4
L-077	38	4
L-077	39	4
L-077	40	4
L-077	41	4
L-077	42	4
L-077	43	4
L-077	44	4
L-077	45	4
L-077	46	4
L-077	47	4
L-077	48	4
L-077	49	4
L-077	50	4
L-077	51	4
L-077	52	4
L-077	53	4
L-077	54	4
L-077	55	4
L-077	56	4
L-077	57	4
L-077	58	4
L-077	59	4
L-077	60	4
L-077	61	4
L-077	62	4
L-077	63	4
L-077	64	1
L-077	65	1
L-077	66	1
L-077	67	1
L-077	68	1
L-077	69	1
L-078	0	4
L-078	1	4
L-078	2	4
L-078	3	4
L-078	4	4
L-078	5	4
L-078	6	4
L-078	7	4
L-078	8	4
L-078	9	4
L-078	10	4
L-078	11	4
L-078	12	4
L-078	13	4
L-078	14	4
L-078	15	4
L-078	16	4
L-078	17	4
L-078	18	4
L-078	19	4
L-078	20	4
L-078	21	4
L-078	22	4
L-078	23	4
L-078	24	4
L-078	25	4
L-078	26	4
L-078	27	4
L-078	28	4
L-078	29	4
L-078	30	4
L-078	31	4
L-078	32	4
L-078	33	4
L-078	34	4
L-078	35	4
L-078	36	4
L-078	37	4
L-078	38	4
L-078	39	4
L-078	40	4
L-078	41	4
L-078	42	4
L-078	43	4
L-078	44	4
L-078	45	4
L-078	46	4
L-078	47	4
L-078	48	4
L-078	49	4
L-078	50	4
L-078	51	4
L-078	52	4
L-078	53	4
L-078	54	4
L-078	55	4
L-078	56	4
L-078	57	4
L-078	58	4
L-078	59	4
L-078	60	4
L-078	61	4
L-078	62	4
L-078	63	4
L-078	64	1
L-078	65	1
L-078	66	1
L-078	67	1
L-078	68	1
L-078	69	1
L-079	0	4
L-079	1	4
L-079	2	4
L-079	3	4
L-079	4	4
L-079	5	4
L-079	6	4
L-079	7	4
L-079	8	4
L-079	9	4
L-079	10	4
L-079	11	4
L-079	12	4
L-079	13	4
L-079	14	4
L-079	15	4
L-079	16	4
L-079	17	4
L-079	18	4
L-079	19	4
L-079	20	4
L-079	21	4
L-079	22	4
L-079	23	4
L-079	24	4
L-079	25	4
L-079	26	4
L-079	27	4
L-079	28	4
L-079	29	4
L-079	30	4
L-079	31	4
L-079	32	4
L-079	33	4
L-079	34	4
L-079	35	4
L-079	36	4
L-079	37	4
L-079	38	4
L-079	39	4
L-079	40	4
L-079	41	4
L-079	42	4
L-079	43	4
L-079	44	4
L-079	45	4
L-079	46	4
L-079	47	4
L-079	48	4
L-079	49	4
L-079	50	4
L-079	51	4
L-079	52	4
L-079	53	4
L-079	54	4
L-079	55	4
L-079	56	4
L-079	57	4
L-079	58	4
L-079	59	4
L-079	60	4
L-079	61	4
L-079	62	4
L-079	63	4
L-079	64	1
L-079	65	1
L-079	66	1
L-079	67	1
L-079	68	1
L-079	69	1
L-080	0	4
L-080	1	4
L-080	2	4
L-080	3	4
L-080	4	4
L-080	5	4
L-080	6	4
L-080	7	4
L-080	8	4
L-080	9	4
L-080	10	4
L-080	11	4
L-080	12	4
L-080	13	4
L-080	14	4
L-080	15	4
L-080	16	4
L-080	17	4
L-080	18	4
L-080	19	4
L-080	20	4
L-080	21	4
L-080	22	4
L-080	23	4
L-080	24	4
L-080	25	4
L-080	26	4
L-080	27	4
L-080	28	4
L-080	29	4
L-080	30	4
L-080	31	4
L-080	32	4
L-080	33	4
L-080	34	4
L-080	35	4
L-080	36	4
L-080	37	4
L-080	38	4
L-080	39	4
L-080	40	4
L-080	41	4
L-080	42	4
L-080	43	4
L-080	44	4
L-080	45	4
L-080	46	4
L-080	47	4
L-080	48	4
L-080	49	4
L-080	50	4
L-080	51	4
L-080	52	4
L-080	53	4
L-080	54	4
L-080	55	4
L-080	56	4
L-080	57	4
L-080	58	4
L-080	59	4
L-080	60	4
L-080	61	4
L-080	62	4
L-080	63	4
L-080	64	1
L-080	65	1
L-080	66	1
L-080	67	1
L-080	68	1
L-080	69	1
L-081	0	4
L-081	1	4
L-081	2	4
L-081	3	4
L-081	4	4
L-081	5	4
L-081	6	4
L-081	7	4
L-081	8	4
L-081	9	4
L-081	10	4
L-081	11	4
L-081	12	4
L-081	13	4
L-081	14	4
L-081	15	4
L-081	16	4
L-081	17	4
L-081	18	4
L-081	19	4
L-081	20	4
L-081	21	4
L-081	22	4
L-081	23	4
L-081	24	4
L-081	25	4
L-081	26	4
L-081	27	4
L-081	28	4
L-081	29	4
L-081	30	4
L-081	31	4
L-081	32	4
L-081	33	4
L-081	34	4
L-081	35	4
L-081	36	4
L-081	37	4
L-081	38	4
L-081	39	4
L-081	40	4
L-081	41	4
L-081	42	4
L-081	43	4
L-081	44	4
L-081	45	4
L-081	46	4
L-081	47	4
L-081	48	4
L-081	49	4
L-081	50	4
L-081	51	4
L-081	52	4
L-081	53	4
L-081	54	4
L-081	55	4
L-081	56	4
L-081	57	4
L-081	58	4
L-081	59	4
L-081	60	4
L-081	61	4
L-081	62	4
L-081	63	4
L-081	64	1
L-081	65	1
L-081	66	1
L-081	67	1
L-081	68	1
L-081	69	1
L-082	0	4
L-082	1	4
L-082	2	4
L-082	3	4
L-082	4	4
L-082	5	4
L-082	6	4
L-082	7	4
L-082	8	4
L-082	9	4
L-082	10	4
L-082	11	4
L-082	12	4
L-082	13	4
L-082	14	4
L-082	15	4
L-082	16	4
L-082	17	4
L-082	18	4
L-082	19	4
L-082	20	4
L-082	21	4
L-082	22	4
L-082	23	4
L-082	24	4
L-082	25	4
L-082	26	4
L-082	27	4
L-082	28	4
L-082	29	4
L-082	30	4
L-082	31	4
L-082	32	4
L-082	33	4
L-082	34	4
L-082	35	4
L-082	36	4
L-082	37	4
L-082	38	4
L-082	39	4
L-082	40	4
L-082	41	4
L-082	42	4
L-082	43	4
L-082	44	4
L-082	45	4
L-082	46	4
L-082	47	4
L-082	48	4
L-082	49	4
L-082	50	4
L-082	51	4
L-082	52	4
L-082	53	4
L-082	54	4
L-082	55	4
L-082	56	4
L-082	57	4
L-082	58	4
L-082	59	4
L-082	60	4
L-082	61	4
L-082	62	4
L-082	63	4
L-082	64	1
L-082	65	1
L-082	66	1
L-082	67	1
L-082	68	1
L-082	69	1
L-083	0	4
L-083	1	4
L-083	2	4
L-083	3	4
L-083	4	4
L-083	5	4
L-083	6	4
L-083	7	4
L-083	8	4
L-083	9	4
L-083	10	4
L-083	11	4
L-083	12	4
L-083	13	4
L-083	14	4
L-083	15	4
L-083	16	4
L-083	17	4
L-083	18	4
L-083	19	4
L-083	20	4
L-083	21	4
L-083	22	4
L-083	23	4
L-083	24	4
L-083	25	4
L-083	26	4
L-083	27	4
L-083	28	4
L-083	29	4
L-083	30	4
L-083	31	4
L-083	32	4
L-083	33	4
L-083	34	4
L-083	35	4
L-083	36	4
L-083	37	4
L-083	38	4
L-083	39	4
L-083	40	4
L-083	41	4
L-083	42	4
L-083	43	4
L-083	44	4
L-083	45	4
L-083	46	4
L-083	47	4
L-083	48	4
L-083	49	4
L-083	50	4
L-083	51	4
L-083	52	4
L-083	53	4
L-083	54	4
L-083	55	4
L-083	56	4
L-083	57	4
L-083	58	4
L-083	59	4
L-083	60	4
L-083	61	4
L-083	62	4
L-083	63	4
L-083	64	1
L-083	65	1
L-083	66	1
L-083	67	1
L-083	68	1
L-083	69	1
L-084	0	4
L-084	1	4
L-084	2	4
L-084	3	4
L-084	4	4
L-084	5	4
L-084	6	4
L-084	7	4
L-084	8	4
L-084	9	4
L-084	10	4
L-084	11	4
L-084	12	4
L-084	13	4
L-084	14	4
L-084	15	4
L-084	16	4
L-084	17	4
L-084	18	4
L-084	19	4
L-084	20	4
L-084	21	4
L-084	22	4
L-084	23	4
L-084	24	4
L-084	25	4
L-084	26	4
L-084	27	4
L-084	28	4
L-084	29	4
L-084	30	4
L-084	31	4
L-084	32	4
L-084	33	4
L-084	34	4
L-084	35	4
L-084	36	4
L-084	37	4
L-084	38	4
L-084	39	4
L-084	40	4
L-084	41	4
L-084	42	4
L-084	43	4
L-084	44	4
L-084	45	4
L-084	46	4
L-084	47	4
L-084	48	4
L-084	49	4
L-084	50	4
L-084	51	4
L-084	52	4
L-084	53	4
L-084	54	4
L-084	55	4
L-084	56	4
L-084	57	4
L-084	58	4
L-084	59	4
L-084	60	4
L-084	61	4
L-084	62	4
L-084	63	4
L-084	64	1
L-084	65	1
L-084	66	1
L-084	67	1
L-084	68	1
L-084	69	1
L-085	0	4
L-085	1	4
L-085	2	4
L-085	3	4
L-085	4	4
L-085	5	4
L-085	6	4
L-085	7	4
L-085	8	4
L-085	9	4
L-085	10	4
L-085	11	4
L-085	12	4
L-085	13	4
L-085	14	4
L-085	15	4
L-085	16	4
L-085	17	4
L-085	18	4
L-085	19	4
L-085	20	4
L-085	21	4
L-085	22	4
L-085	23	4
L-085	24	4
L-085	25	4
L-085	26	4
L-085	27	4
L-085	28	4
L-085	29	4
L-085	30	4
L-085	31	4
L-085	32	4
L-085	33	4
L-085	34	4
L-085	35	4
L-085	36	4
L-085	37	4
L-085	38	4
L-085	39	4
L-085	40	4
L-085	41	4
L-085	42	4
L-085	43	4
L-085	44	4
L-085	45	4
L-085	46	4
L-085	47	4
L-085	48	4
L-085	49	4
L-085	50	4
L-085	51	4
L-085	52	4
L-085	53	4
L-085	54	4
L-085	55	4
L-085	56	4
L-085	57	4
L-085	58	4
L-085	59	4
L-085	60	4
L-085	61	4
L-085	62	4
L-085	63	4
L-085	64	1
L-085	65	1
L-085	66	1
L-085	67	1
L-085	68	1
L-085	69	1
L-086	0	4
L-086	1	4
L-086	2	4
L-086	3	4
L-086	4	4
L-086	5	4
L-086	6	4
L-086	7	4
L-086	8	4
L-086	9	4
L-086	10	4
L-086	11	4
L-086	12	4
L-086	13	4
L-086	14	4
L-086	15	4
L-086	16	4
L-086	17	4
L-086	18	4
L-086	19	4
L-086	20	4
L-086	21	4
L-086	22	4
L-086	23	4
L-086	24	4
L-086	25	4
L-086	26	4
L-086	27	4
L-086	28	4
L-086	29	4
L-086	30	4
L-086	31	4
L-086	32	4
L-086	33	4
L-086	34	4
L-086	35	4
L-086	36	4
L-086	37	4
L-086	38	4
L-086	39	4
L-086	40	4
L-086	41	4
L-086	42	4
L-086	43	4
L-086	44	4
L-086	45	4
L-086	46	4
L-086	47	4
L-086	48	4
L-086	49	4
L-086	50	4
L-086	51	4
L-086	52	4
L-086	53	4
L-086	54	4
L-086	55	4
L-086	56	4
L-086	57	4
L-086	58	4
L-086	59	4
L-086	60	4
L-086	61	4
L-086	62	4
L-086	63	4
L-086	64	1
L-086	65	1
L-086	66	1
L-086	67	1
L-086	68	1
L-086	69	1
L-087	0	4
L-087	1	4
L-087	2	4
L-087	3	4
L-087	4	4
L-087	5	4
L-087	6	4
L-087	7	4
L-087	8	4
L-087	9	4
L-087	10	4
L-087	11	4
L-087	12	4
L-087	13	4
L-087	14	4
L-087	15	4
L-087	16	4
L-087	17	4
L-087	18	4
L-087	19	4
L-087	20	4
L-087	21	4
L-087	22	4
L-087	23	4
L-087	24	4
L-087	25	4
L-087	26	4
L-087	27	4
L-087	28	4
L-087	29	4
L-087	30	4
L-087	31	4
L-087	32	4
L-087	33	4
L-087	34	4
L-087	35	4
L-087	36	4
L-087	37	4
L-087	38	4
L-087	39	4
L-087	40	4
L-087	41	4
L-087	42	4
L-087	43	4
L-087	44	4
L-087	45	4
L-087	46	4
L-087	47	4
L-087	48	4
L-087	49	4
L-087	50	4
L-087	51	4
L-087	52	4
L-087	53	4
L-087	54	4
L-087	55	4
L-087	56	4
L-087	57	4
L-087	58	4
L-087	59	4
L-087	60	4
L-087	61	4
L-087	62	4
L-087	63	4
L-087	64	1
L-087	65	1
L-087	66	1
L-087	67	1
L-087	68	1
L-087	69	1
L-088	0	4
L-088	1	4
L-088	2	4
L-088	3	4
L-088	4	4
L-088	5	4
L-088	6	4
L-088	7	4
L-088	8	4
L-088	9	4
L-088	10	4
L-088	11	4
L-088	12	4
L-088	13	4
L-088	14	4
L-088	15	4
L-088	16	4
L-088	17	4
L-088	18	4
L-088	19	4
L-088	20	4
L-088	21	4
L-088	22	4
L-088	23	4
L-088	24	4
L-088	25	4
L-088	26	4
L-088	27	4
L-088	28	4
L-088	29	4
L-088	30	4
L-088	31	4
L-088	32	4
L-088	33	4
L-088	34	4
L-088	35	4
L-088	36	4
L-088	37	4
L-088	38	4
L-088	39	4
L-088	40	4
L-088	41	4
L-088	42	4
L-088	43	4
L-088	44	4
L-088	45	4
L-088	46	4
L-088	47	4
L-088	48	4
L-088	49	4
L-088	50	4
L-088	51	4
L-088	52	4
L-088	53	4
L-088	54	4
L-088	55	4
L-088	56	4
L-088	57	4
L-088	58	4
L-088	59	4
L-088	60	4
L-088	61	4
L-088	62	4
L-088	63	4
L-088	64	1
L-088	65	1
L-088	66	1
L-088	67	1
L-088	68	1
L-088	69	1
L-089	0	4
L-089	1	4
L-089	2	4
L-089	3	4
L-089	4	4
L-089	5	4
L-089	6	4
L-089	7	4
L-089	8	4
L-089	9	4
L-089	10	4
L-089	11	4
L-089	12	4
L-089	13	4
L-089	14	4
L-089	15	4
L-089	16	4
L-089	17	4
L-089	18	4
L-089	19	4
L-089	20	4
L-089	21	4
L-089	22	4
L-089	23	4
L-089	24	4
L-089	25	4
L-089	26	4
L-089	27	4
L-089	28	4
L-089	29	4
L-089	30	4
L-089	31	4
L-089	32	4
L-089	33	4
L-089	34	4
L-089	35	4
L-089	36	4
L-089	37	4
L-089	38	4
L-089	39	4
L-089	40	4
L-089	41	4
L-089	42	4
L-089	43	4
L-089	44	4
L-089	45	4
L-089	46	4
L-089	47	4
L-089	48	4
L-089	49	4
L-089	50	4
L-089	51	4
L-089	52	4
L-089	53	4
L-089	54	4
L-089	55	4
L-089	56	4
L-089	57	4
L-089	58	4
L-089	59	4
L-089	60	4
L-089	61	4
L-089	62	4
L-089	63	4
L-089	64	1
L-089	65	1
L-089	66	1
L-089	67	1
L-089	68	1
L-089	69	1
L-090	0	4
L-090	1	4
L-090	2	4
L-090	3	4
L-090	4	4
L-090	5	4
L-090	6	4
L-090	7	4
L-090	8	4
L-090	9	4
L-090	10	4
L-090	11	4
L-090	12	4
L-090	13	4
L-090	14	4
L-090	15	4
L-090	16	4
L-090	17	4
L-090	18	4
L-090	19	4
L-090	20	4
L-090	21	4
L-090	22	4
L-090	23	4
L-090	24	4
L-090	25	4
L-090	26	4
L-090	27	4
L-090	28	4
L-090	29	4
L-090	30	4
L-090	31	4
L-090	32	4
L-090	33	4
L-090	34	4
L-090	35	4
L-090	36	4
L-090	37	4
L-090	38	4
L-090	39	4
L-090	40	4
L-090	41	4
L-090	42	4
L-090	43	4
L-090	44	4
L-090	45	4
L-090	46	4
L-090	47	4
L-090	48	4
L-090	49	4
L-090	50	4
L-090	51	4
L-090	52	4
L-090	53	4
L-090	54	4
L-090	55	4
L-090	56	4
L-090	57	4
L-090	58	4
L-090	59	4
L-090	60	4
L-090	61	4
L-090	62	4
L-090	63	4
L-090	64	1
L-090	65	1
L-090	66	1
L-090	67	1
L-090	68	1
L-090	69	1
L-091	0	4
L-091	1	4
L-091	2	4
L-091	3	4
L-091	4	4
L-091	5	4
L-091	6	4
L-091	7	4
L-091	8	4
L-091	9	4
L-091	10	4
L-091	11	4
L-091	12	4
L-091	13	4
L-091	14	4
L-091	15	4
L-091	16	4
L-091	17	4
L-091	18	4
L-091	19	4
L-091	20	4
L-091	21	4
L-091	22	4
L-091	23	4
L-091	24	4
L-091	25	4
L-091	26	4
L-091	27	4
L-091	28	4
L-091	29	4
L-091	30	4
L-091	31	4
L-091	32	4
L-091	33	4
L-091	34	4
L-091	35	4
L-091	36	4
L-091	37	4
L-091	38	4
L-091	39	4
L-091	40	4
L-091	41	4
L-091	42	4
L-091	43	4
L-091	44	4
L-091	45	4
L-091	46	4
L-091	47	4
L-091	48	4
L-091	49	4
L-091	50	4
L-091	51	4
L-091	52	4
L-091	53	4
L-091	54	4
L-091	55	4
L-091	56	4
L-091	57	4
L-091	58	4
L-091	59	4
L-091	60	4
L-091	61	4
L-091	62	4
L-091	63	4
L-091	64	1
L-091	65	1
L-091	66	1
L-091	67	1
L-091	68	1
L-091	69	1
L-092	0	4
L-092	1	4
L-092	2	4
L-092	3	4
L-092	4	4
L-092	5	4
L-092	6	4
L-092	7	4
L-092	8	4
L-092	9	4
L-092	10	4
L-092	11	4
L-092	12	4
L-092	13	4
L-092	14	4
L-092	15	4
L-092	16	4
L-092	17	4
L-092	18	4
L-092	19	4
L-092	20	4
L-092	21	4
L-092	22	4
L-092	23	4
L-092	24	4
L-092	25	4
L-092	26	4
L-092	27	4
L-092	28	4
L-092	29	4
L-092	30	4
L-092	31	4
L-092	32	4
L-092	33	4
L-092	34	4
L-092	35	4
L-092	36	4
L-092	37	4
L-092	38	4
L-092	39	4
L-092	40	4
L-092	41	4
L-092	42	4
L-092	43	4
L-092	44	4
L-092	45	4
L-092	46	4
L-092	47	4
L-092	48	4
L-092	49	4
L-092	50	4
L-092	51	4
L-092	52	4
L-092	53	4
L-092	54	4
L-092	55	4
L-092	56	4
L-092	57	4
L-092	58	4
L-092	59	4
L-092	60	4
L-092	61	4
L-092	62	4
L-092	63	4
L-092	64	1
L-092	65	1
L-092	66	1
L-092	67	1
L-092	68	1
L-092	69	1
L-093	0	4
L-093	1	4
L-093	2	4
L-093	3	4
L-093	4	4
L-093	5	4
L-093	6	4
L-093	7	4
L-093	8	4
L-093	9	4
L-093	10	4
L-093	11	4
L-093	12	4
L-093	13	4
L-093	14	4
L-093	15	4
L-093	16	4
L-093	17	4
L-093	18	4
L-093	19	4
L-093	20	4
L-093	21	4
L-093	22	4
L-093	23	4
L-093	24	4
L-093	25	4
L-093	26	4
L-093	27	4
L-093	28	4
L-093	29	4
L-093	30	4
L-093	31	4
L-093	32	4
L-093	33	4
L-093	34	4
L-093	35	4
L-093	36	4
L-093	37	4
L-093	38	4
L-093	39	4
L-093	40	4
L-093	41	4
L-093	42	4
L-093	43	4
L-093	44	4
L-093	45	4
L-093	46	4
L-093	47	4
L-093	48	4
L-093	49	4
L-093	50	4
L-093	51	4
L-093	52	4
L-093	53	4
L-093	54	4
L-093	55	4
L-093	56	4
L-093	57	4
L-093	58	4
L-093	59	4
L-093	60	4
L-093	61	4
L-093	62	4
L-093	63	4
L-093	64	1
L-093	65	1
L-093	66	1
L-093	67	1
L-093	68	1
L-093	69	1
L-094	0	4
L-094	1	4
L-094	2	4
L-094	3	4
L-094	4	4
L-094	5	4
L-094	6	4
L-094	7	4
L-094	8	4
L-094	9	4
L-094	10	4
L-094	11	4
L-094	12	4
L-094	13	4
L-094	14	4
L-094	15	4
L-094	16	4
L-094	17	4
L-094	18	4
L-094	19	4
L-094	20	4
L-094	21	4
L-094	22	4
L-094	23	4
L-094	24	4
L-094	25	4
L-094	26	4
L-094	27	4
L-094	28	4
L-094	29	4
L-094	30	4
L-094	31	4
L-094	32	4
L-094	33	4
L-094	34	4
L-094	35	4
L-094	36	4
L-094	37	4
L-094	38	4
L-094	39	4
L-094	40	4
L-094	41	4
L-094	42	4
L-094	43	4
L-094	44	4
L-094	45	4
L-094	46	4
L-094	47	4
L-094	48	4
L-094	49	4
L-094	50	4
L-094	51	4
L-094	52	4
L-094	53	4
L-094	54	4
L-094	55	4
L-094	56	4
L-094	57	4
L-094	58	4
L-094	59	4
L-094	60	4
L-094	61	4
L-094	62	4
L-094	63	4
L-094	64	1
L-094	65	1
L-094	66	1
L-094	67	1
L-094	68	1
L-094	69	1
L-095	0	4
L-095	1	4
L-095	2	4
L-095	3	4
L-095	4	4
L-095	5	4
L-095	6	4
L-095	7	4
L-095	8	4
L-095	9	4
L-095	10	4
L-095	11	4
L-095	12	4
L-095	13	4
L-095	14	4
L-095	15	4
L-095	16	4
L-095	17	4
L-095	18	4
L-095	19	4
L-095	20	4
L-095	21	4
L-095	22	4
L-095	23	4
L-095	24	4
L-095	25	4
L-095	26	4
L-095	27	4
L-095	28	4
L-095	29	4
L-095	30	4
L-095	31	4
L-095	32	4
L-095	33	4
L-095	34	4
L-095	35	4
L-095	36	4
L-095	37	4
L-095	38	4
L-095	39	4
L-095	40	4
L-095	41	4
L-095	42	4
L-095	43	4
L-095	44	4
L-095	45	4
L-095	46	4
L-095	47	4
L-095	48	4
L-095	49	4
L-095	50	4
L-095	51	4
L-095	52	4
L-095	53	4
L-095	54	4
L-095	55	4
L-095	56	4
L-095	57	4
L-095	58	4
L-095	59	4
L-095	60	4
L-095	61	4
L-095	62	4
L-095	63	4
L-095	64	1
L-095	65	1
L-095	66	1
L-095	67	1
L-095	68	1
L-095	69	1
L-096	0	4
L-096	1	4
L-096	2	4
L-096	3	4
L-096	4	4
L-096	5	4
L-096	6	4
L-096	7	4
L-096	8	4
L-096	9	4
L-096	10	4
L-096	11	4
L-096	12	4
L-096	13	4
L-096	14	4
L-096	15	4
L-096	16	4
L-096	17	4
L-096	18	4
L-096	19	4
L-096	20	4
L-096	21	4
L-096	22	4
L-096	23	4
L-096	24	4
L-096	25	4
L-096	26	4
L-096	27	4
L-096	28	4
L-096	29	4
L-096	30	4
L-096	31	4
L-096	32	4
L-096	33	4
L-096	34	4
L-096	35	4
L-096	36	4
L-096	37	4
L-096	38	4
L-096	39	4
L-096	40	4
L-096	41	4
L-096	42	4
L-096	43	4
L-096	44	4
L-096	45	4
L-096	46	4
L-096	47	4
L-096	48	4
L-096	49	4
L-096	50	4
L-096	51	4
L-096	52	4
L-096	53	4
L-096	54	4
L-096	55	4
L-096	56	4
L-096	57	4
L-096	58	4
L-096	59	4
L-096	60	4
L-096	61	4
L-096	62	4
L-096	63	4
L-096	64	1
L-096	65	1
L-096	66	1
L-096	67	1
L-096	68	1
L-096	69	1
L-097	0	4
L-097	1	4
L-097	2	4
L-097	3	4
L-097	4	4
L-097	5	4
L-097	6	4
L-097	7	4
L-097	8	4
L-097	9	4
L-097	10	4
L-097	11	4
L-097	12	4
L-097	13	4
L-097	14	4
L-097	15	4
L-097	16	4
L-097	17	4
L-097	18	4
L-097	19	4
L-097	20	4
L-097	21	4
L-097	22	4
L-097	23	4
L-097	24	4
L-097	25	4
L-097	26	4
L-097	27	4
L-097	28	4
L-097	29	4
L-097	30	4
L-097	31	4
L-097	32	4
L-097	33	4
L-097	34	4
L-097	35	4
L-097	36	4
L-097	37	4
L-097	38	4
L-097	39	4
L-097	40	4
L-097	41	4
L-097	42	4
L-097	43	4
L-097	44	4
L-097	45	4
L-097	46	4
L-097	47	4
L-097	48	4
L-097	49	4
L-097	50	4
L-097	51	4
L-097	52	4
L-097	53	4
L-097	54	4
L-097	55	4
L-097	56	4
L-097	57	4
L-097	58	4
L-097	59	4
L-097	60	4
L-097	61	4
L-097	62	4
L-097	63	4
L-097	64	1
L-097	65	1
L-097	66	1
L-097	67	1
L-097	68	1
L-097	69	1
L-098	0	4
L-098	1	4
L-098	2	4
L-098	3	4
L-098	4	4
L-098	5	4
L-098	6	4
L-098	7	4
L-098	8	4
L-098	9	4
L-098	10	4
L-098	11	4
L-098	12	4
L-098	13	4
L-098	14	4
L-098	15	4
L-098	16	4
L-098	17	4
L-098	18	4
L-098	19	4
L-098	20	4
L-098	21	4
L-098	22	4
L-098	23	4
L-098	24	4
L-098	25	4
L-098	26	4
L-098	27	4
L-098	28	4
L-098	29	4
L-098	30	4
L-098	31	4
L-098	32	4
L-098	33	4
L-098	34	4
L-098	35	4
L-098	36	4
L-098	37	4
L-098	38	4
L-098	39	4
L-098	40	4
L-098	41	4
L-098	42	4
L-098	43	4
L-098	44	4
L-098	45	4
L-098	46	4
L-098	47	4
L-098	48	4
L-098	49	4
L-098	50	4
L-098	51	4
L-098	52	4
L-098	53	4
L-098	54	4
L-098	55	4
L-098	56	4
L-098	57	4
L-098	58	4
L-098	59	4
L-098	60	4
L-098	61	4
L-098	62	4
L-098	63	4
L-098	64	1
L-098	65	1
L-098	66	1
L-098	67	1
L-098	68	1
L-098	69	1
L-099	0	4
L-099	1	4
L-099	2	4
L-099	3	4
L-099	4	4
L-099	5	4
L-099	6	4
L-099	7	4
L-099	8	4
L-099	9	4
L-099	10	4
L-099	11	4
L-099	12	4
L-099	13	4
L-099	14	4
L-099	15	4
L-099	16	4
L-099	17	4
L-099	18	4
L-099	19	4
L-099	20	4
L-099	21	4
L-099	22	4
L-099	23	4
L-099	24	4
L-099	25	4
L-099	26	4
L-099	27	4
L-099	28	4
L-099	29	4
L-099	30	4
L-099	31	4
L-099	32	4
L-099	33	4
L-099	34	4
L-099	35	4
L-099	36	4
L-099	37	4
L-099	38	4
L-099	39	4
L-099	40	4
L-099	41	4
L-099	42	4
L-099	43	4
L-099	44	4
L-099	45	4
L-099	46	4
L-099	47	4
L-099	48	4
L-099	49	4
L-099	50	4
L-099	51	4
L-099	52	4
L-099	53	4
L-099	54	4
L-099	55	4
L-099	56	4
L-099	57	4
L-099	58	4
L-099	59	4
L-099	60	4
L-099	61	4
L-099	62	4
L-099	63	4
L-099	64	1
L-099	65	1
L-099	66	1
L-099	67	1
L-099	68	1
L-099	69	1
L-100	0	4
L-100	1	4
L-100	2	4
L-100	3	4
L-100	4	4
L-100	5	4
L-100	6	4
L-100	7	4
L-100	8	4
L-100	9	4
L-100	10	4
L-100	11	4
L-100	12	4
L-100	13	4
L-100	14	4
L-100	15	4
L-100	16	4
L-100	17	4
L-100	18	4
L-100	19	4
L-100	20	4
L-100	21	4
L-100	22	4
L-100	23	4
L-100	24	4
L-100	25	4
L-100	26	4
L-100	27	4
L-100	28	4
L-100	29	4
L-100	30	4
L-100	31	4
L-100	32	4
L-100	33	4
L-100	34	4
L-100	35	4
L-100	36	4
L-100	37	4
L-100	38	4
L-100	39	4
L-100	40	4
L-100	41	4
L-100	42	4
L-100	43	4
L-100	44	4
L-100	45	4
L-100	46	4
L-100	47	4
L-100	48	4
L-100	49	4
L-100	50	4
L-100	51	4
L-100	52	4
L-100	53	4
L-100	54	4
L-100	55	4
L-100	56	4
L-100	57	4
L-100	58	4
L-100	59	4
L-100	60	4
L-100	61	4
L-100	62	4
L-100	63	4
L-100	64	1
