ep	step	tier
L-025	68	1
L-025	69	1
L-026	0	4
L-026	1	4
L-026	2	4
L-026	3	4
L-026	4	4
L-026	5	4
L-026	6	4
L-026	7	4
L-026	8	4
L-026	9	4
L-026	10	4
L-026	11	4
L-026	12	4
L-026	13	4
L-026	14	4
L-026	15	4
L-026	16	4
L-026	17	4
L-026	18	4
L-026	19	4
L-026	20	4
L-026	21	4
L-026	22	4
L-026	23	4
L-026	24	4
L-026	25	4
L-026	26	4
L-026	27	4
L-026	28	4
L-026	29	4
L-026	30	4
L-026	31	4
L-026	32	4
L-026	33	4
L-026	34	4
L-026	35	4
L-026	36	4
L-026	37	4
L-026	38	4
L-026	39	4
L-026	40	4
L-026	41	4
L-026	42	4
L-026	43	4
L-026	44	4
L-026	45	4
L-026	46	4
L-026	47	4
L-026	48	4
L-026	49	4
L-026	50	4
L-026	51	4
L-026	52	4
L-026	53	4
L-026	54	4
L-026	55	4
L-026	56	4
L-026	57	4
L-026	58	4
L-026	59	4
L-026	60	4
L-026	61	4
L-026	62	4
L-026	63	4
L-026	64	1
L-026	65	1
L-026	66	1
L-026	67	1
L-026	68	1
L-026	69	1
L-027	0	4
L-027	1	4
L-027	2	4
L-027	3	4
L-027	4	4
L-027	5	4
L-027	6	4
L-027	7	4
L-027	8	4
L-027	9	4
L-027	10	4
L-027	11	4
L-027	12	4
L-027	13	4
L-027	14	4
L-027	15	4
L-027	16	4
L-027	17	4
L-027	18	4
L-027	19	4
L-027	20	4
L-027	21	4
L-027	22	4
L-027	23	4
L-027	24	4
L-027	25	4
L-027	26	4
L-027	27	4
L-027	28	4
L-027	29	4
L-027	30	4
L-027	31	4
L-027	32	4
L-027	33	4
L-027	34	4
L-027	35	4
L-027	36	4
L-027	37	4
L-027	38	4
L-027	39	4
L-027	40	4
L-027	41	4
L-027	42	4
L-027	43	4
L-027	44	4
L-027	45	4
L-027	46	4
L-027	47	4
L-027	48	4
L-027	49	4
L-027	50	4
L-027	51	4
L-027	52	4
L-027	53	4
L-027	54	4
L-027	55	4
L-027	56	4
L-027	57	4
L-027	58	4
L-027	59	4
L-027	60	4
L-027	61	4
L-027	62	4
L-027	63	4
L-027	64	1
L-027	65	1
L-027	66	1
L-027	67	1
L-027	68	1
L-027	69	1
L-028	0	4
L-028	1	4
L-028	2	4
L-028	3	4
L-028	4	4
L-028	5	4
L-028	6	4
L-028	7	4
L-028	8	4
L-028	9	4
L-028	10	4
L-028	11	4
L-028	12	4
L-028	13	4
L-028	14	4
L-028	15	4
L-028	16	4
L-028	17	4
L-028	18	4
L-028	19	4
L-028	20	4
L-028	21	4
L-028	22	4
L-028	23	4
L-028	24	4
L-028	25	4
L-028	26	4
L-028	27	4
L-028	28	4
L-028	29	4
L-028	30	4
L-028	31	4
L-028	32	4
L-028	33	4
L-028	34	4
L-028	35	4
L-028	36	4
L-028	37	4
L-028	38	4
L-028	39	4
L-028	40	4
L-028	41	4
L-028	42	4
L-028	43	4
L-028	44	4
L-028	45	4
L-028	46	4
L-028	47	4
L-028	48	4
L-028	49	4
L-028	50	4
L-028	51	4
L-028	52	4
L-028	53	4
L-028	54	4
L-028	55	4
L-028	56	4
L-028	57	4
L-028	58	4
L-028	59	4
L-028	60	4
L-028	61	4
L-028	62	4
L-028	63	4
L-028	64	1
L-028	65	1
L-028	66	1
L-028	67	1
L-028	68	1
L-028	69	1
L-029	0	4
L-029	1	4
L-029	2	4
L-029	3	4
L-029	4	4
L-029	5	4
L-029	6	4
L-029	7	4
L-029	8	4
L-029	9	4
L-029	10	4
L-029	11	4
L-029	12	4
L-029	13	4
L-029	14	4
L-029	15	4
L-029	16	4
L-029	17	4
L-029	18	4
L-029	19	4
L-029	20	4
L-029	21	4
L-029	22	4
L-029	23	4
L-029	24	4
L-029	25	4
L-029	26	4
L-029	27	4
L-029	28	4
L-029	29	4
L-029	30	4
L-029	31	4
L-029	32	4
L-029	33	4
L-029	34	4
L-029	35	4
L-029	36	4
L-029	37	4
L-029	38	4
L-029	39	4
L-029	40	4
L-029	41	4
L-029	42	4
L-029	43	4
L-029	44	4
L-029	45	4
L-029	46	4
L-029	47	4
L-029	48	4
L-029	49	4
L-029	50	4
L-029	51	4
L-029	52	4
L-029	53	4
L-029	54	4
L-029	55	4
L-029	56	4
L-029	57	4
L-029	58	4
L-029	59	4
L-029	60	4
L-029	61	4
L-029	62	4
L-029	63	4
L-029	64	1
L-029	65	1
L-029	66	1
L-029	67	1
L-029	68	1
L-029	69	1
L-030	0	4
L-030	1	4
L-030	2	4
L-030	3	4
L-030	4	4
L-030	5	4
L-030	6	4
L-030	7	4
L-030	8	4
L-030	9	4
L-030	10	4
L-030	11	4
L-030	12	4
L-030	13	4
L-030	14	4
L-030	15	4
L-030	16	4
L-030	17	4
L-030	18	4
L-030	19	4
L-030	20	4
L-030	21	4
L-030	22	4
L-030	23	4
L-030	24	4
L-030	25	4
L-030	26	4
L-030	27	4
L-030	28	4
L-030	29	4
L-030	30	4
L-030	31	4
L-030	32	4
L-030	33	4
L-030	34	4
L-030	35	4
L-030	36	4
L-030	37	4
L-030	38	4
L-030	39	4
L-030	40	4
L-030	41	4
L-030	42	4
L-030	43	4
L-030	44	4
L-030	45	4
L-030	46	4
L-030	47	4
L-030	48	4
L-030	49	4
L-030	50	4
L-030	51	4
L-030	52	4
L-030	53	4
L-030	54	4
L-030	55	4
L-030	56	4
L-030	57	4
L-030	58	4
L-030	59	4
L-030	60	4
L-030	61	4
L-030	62	4
L-030	63	4
L-030	64	1
L-030	65	1
L-030	66	1
L-030	67	1
L-030	68	1
L-030	69	1
L-031	0	4
L-031	1	4
L-031	2	4
L-031	3	4
L-031	4	4
L-031	5	4
L-031	6	4
L-031	7	4
L-031	8	4
L-031	9	4
L-031	10	4
L-031	11	4
L-031	12	4
L-031	13	4
L-031	14	4
L-031	15	4
L-031	16	4
L-031	17	4
L-031	18	4
L-031	19	4
L-031	20	4
L-031	21	4
L-031	22	4
L-031	23	4
L-031	24	4
L-031	25	4
L-031	26	4
L-031	27	4
L-031	28	4
L-031	29	4
L-031	30	4
L-031	31	4
L-031	32	4
L-031	33	4
L-031	34	4
L-031	35	4
L-031	36	4
L-031	37	4
L-031	38	4
L-031	39	4
L-031	40	4
L-031	41	4
L-031	42	4
L-031	43	4
L-031	44	4
L-031	45	4
L-031	46	4
L-031	47	4
L-031	48	4
L-031	49	4
L-031	50	4
L-031	51	4
L-031	52	4
L-031	53	4
L-031	54	4
L-031	55	4
L-031	56	4
L-031	57	4
L-031	58	4
L-031	59	4
L-031	60	4
L-031	61	4
L-031	62	4
L-031	63	4
L-031	64	1
L-031	65	1
L-031	66	1
L-031	67	1
L-031	68	1
L-031	69	1
L-032	0	4
L-032	1	4
L-032	2	4
L-032	3	4
L-032	4	4
L-032	5	4
L-032	6	4
L-032	7	4
L-032	8	4
L-032	9	4
L-032	10	4
L-032	11	4
L-032	12	4
L-032	13	4
L-032	14	4
L-032	15	4
L-032	16	4
L-032	17	4
L-032	18	4
L-032	19	4
L-032	20	4
L-032	21	4
L-032	22	4
L-032	23	4
L-032	24	4
L-032	25	4
L-032	26	4
L-032	27	4
L-032	28	4
L-032	29	4
L-032	30	4
L-032	31	4
L-032	32	4
L-032	33	4
L-032	34	4
L-032	35	4
L-032	36	4
L-032	37	4
L-032	38	4
L-032	39	4
L-032	40	4
L-032	41	4
L-032	42	4
L-032	43	4
L-032	44	4
L-032	45	4
L-032	46	4
L-032	47	4
L-032	48	4
L-032	49	4
L-032	50	4
L-032	51	4
L-032	52	4
L-032	53	4
L-032	54	4
L-032	55	4
L-032	56	4
L-032	57	4
L-032	58	4
L-032	59	4
L-032	60	4
L-032	61	4
L-032	62	4
L-032	63	4
L-032	64	1
L-032	65	1
L-032	66	1
L-032	67	1
L-032	68	1
L-032	69	1
L-033	0	4
L-033	1	4
L-033	2	4
L-033	3	4
L-033	4	4
L-033	5	4
L-033	6	4
L-033	7	4
L-033	8	4
L-033	9	4
L-033	10	4
L-033	11	4
L-033	12	4
L-033	13	4
L-033	14	4
L-033	15	4
L-033	16	4
L-033	17	4
L-033	18	4
L-033	19	4
L-033	20	4
L-033	21	4
L-033	22	4
L-033	23	4
L-033	24	4
L-033	25	4
L-033	26	4
L-033	27	4
L-033	28	4
L-033	29	4
L-033	30	4
L-033	31	4
L-033	32	4
L-033	33	4
L-033	34	4
L-033	35	4
L-033	36	4
L-033	37	4
L-033	38	4
L-033	39	4
L-033	40	4
L-033	41	4
L-033	42	4
L-033	43	4
L-033	44	4
L-033	45	4
L-033	46	4
L-033	47	4
L-033	48	4
L-033	49	4
L-033	50	4
L-033	51	4
L-033	52	4
L-033	53	4
L-033	54	4
L-033	55	4
L-033	56	4
L-033	57	4
L-033	58	4
L-033	59	4
L-033	60	4
L-033	61	4
L-033	62	4
L-033	63	4
L-033	64	1
L-033	65	1
L-033	66	1
L-033	67	1
L-033	68	1
L-033	69	1
L-034	0	4
L-034	1	4
L-034	2	4
L-034	3	4
L-034	4	4
L-034	5	4
L-034	6	4
L-034	7	4
L-034	8	4
L-034	9	4
L-034	10	4
L-034	11	4
L-034	12	4
L-034	13	4
L-034	14	4
L-034	15	4
L-034	16	4
L-034	17	4
L-034	18	4
L-034	19	4
L-034	20	4
L-034	21	4
L-034	22	4
L-034	23	4
L-034	24	4
L-034	25	4
L-034	26	4
L-034	27	4
L-034	28	4
L-034	29	4
L-034	30	4
L-034	31	4
L-034	32	4
L-034	33	4
L-034	34	4
L-034	35	4
L-034	36	4
L-034	37	4
L-034	38	4
L-034	39	4
L-034	40	4
L-034	41	4
L-034	42	4
L-034	43	4
L-034	44	4
L-034	45	4
L-034	46	4
L-034	47	4
L-034	48	4
L-034	49	4
L-034	50	4
L-034	51	4
L-034	52	4
L-034	53	4
L-034	54	4
L-034	55	4
L-034	56	4
L-034	57	4
L-034	58	4
L-034	59	4
L-034	60	4
L-034	61	4
L-034	62	4
L-034	63	4
L-034	64	1
L-034	65	1
L-034	66	1
L-034	67	1
L-034	68	1
L-034	69	1
L-035	0	4
L-035	1	4
L-035	2	4
L-035	3	4
L-035	4	4
L-035	5	4
L-035	6	4
L-035	7	4
L-035	8	4
L-035	9	4
L-035	10	4
L-035	11	4
L-035	12	4
L-035	13	4
L-035	14	4
L-035	15	4
L-035	16	4
L-035	17	4
L-035	18	4
L-035	19	4
L-035	20	4
L-035	21	4
L-035	22	4
L-035	23	4
L-035	24	4
L-035	25	4
L-035	26	4
L-035	27	4
L-035	28	4
L-035	29	4
L-035	30	4
L-035	31	4
L-035	32	4
L-035	33	4
L-035	34	4
L-035	35	4
L-035	36	4
L-035	37	4
L-035	38	4
L-035	39	4
L-035	40	4
L-035	41	4
L-035	42	4
L-035	43	4
L-035	44	4
L-035	45	4
L-035	46	4
L-035	47	4
L-035	48	4
L-035	49	4
L-035	50	4
L-035	51	4
L-035	52	4
L-035	53	4
L-035	54	4
L-035	55	4
L-035	56	4
L-035	57	4
L-035	58	4
L-035	59	4
L-035	60	4
L-035	61	4
L-035	62	4
L-035	63	4
L-035	64	1
L-035	65	1
L-035	66	1
L-035	67	1
L-035	68	1
L-035	69	1
L-036	0	4
L-036	1	4
L-036	2	4
L-036	3	4
L-036	4	4
L-036	5	4
L-036	6	4
L-036	7	4
L-036	8	4
L-036	9	4
L-036	10	4
L-036	11	4
L-036	12	4
L-036	13	4
L-036	14	4
L-036	15	4
L-036	16	4
L-036	17	4
L-036	18	4
L-036	19	4
L-036	20	4
L-036	21	4
L-036	22	4
L-036	23	4
L-036	24	4
L-036	25	4
L-036	26	4
L-036	27	4
L-036	28	4
L-036	29	4
L-036	30	4
L-036	31	4
L-036	32	4
L-036	33	4
L-036	34	4
L-036	35	4
L-036	36	4
L-036	37	4
L-036	38	4
L-036	39	4
L-036	40	4
L-036	41	4
L-036	42	4
L-036	43	4
L-036	44	4
L-036	45	4
L-036	46	4
L-036	47	4
L-036	48	4
L-036	49	4
L-036	50	4
L-036	51	4
L-036	52	4
L-036	53	4
L-036	54	4
L-036	55	4
L-036	56	4
L-036	57	4
L-036	58	4
L-036	59	4
L-036	60	4
L-036	61	4
L-036	62	4
L-036	63	4
L-036	64	1
L-036	65	1
L-036	66	1
L-036	67	1
L-036	68	1
L-036	69	1
L-037	0	4
L-037	1	4
L-037	2	4
L-037	3	4
L-037	4	4
L-037	5	4
L-037	6	4
L-037	7	4
L-037	8	4
L-037	9	4
L-037	10	4
L-037	11	4
L-037	12	4
L-037	13	4
L-037	14	4
L-037	15	4
L-037	16	4
L-037	17	4
L-037	18	4
L-037	19	4
L-037	20	4
L-037	21	4
L-037	22	4
L-037	23	4
L-037	24	4
L-037	25	4
L-037	26	4
L-037	27	4
L-037	28	4
L-037	29	4
L-037	30	4
L-037	31	4
L-037	32	4
L-037	33	4
L-037	34	4
L-037	35	4
L-037	36	4
L-037	37	4
L-037	38	4
L-037	39	4
L-037	40	4
L-037	41	4
L-037	42	4
L-037	43	4
L-037	44	4
L-037	45	4
L-037	46	4
L-037	47	4
L-037	48	4
L-037	49	4
L-037	50	4
L-037	51	4
L-037	52	4
L-037	53	4
L-037	54	4
L-037	55	4
L-037	56	4
L-037	57	4
L-037	58	4
L-037	59	4
L-037	60	4
L-037	61	4
L-037	62	4
L-037	63	4
L-037	64	1
L-037	65	1
L-037	66	1
L-037	67	1
L-037	68	1
L-037	69	1
L-038	0	4
L-038	1	4
L-038	2	4
L-038	3	4
L-038	4	4
L-038	5	4
L-038	6	4
L-038	7	4
L-038	8	4
L-038	9	4
L-038	10	4
L-038	11	4
L-038	12	4
L-038	13	4
L-038	14	4
L-038	15	4
L-038	16	4
L-038	17	4
L-038	18	4
L-038	19	4
L-038	20	4
L-038	21	4
L-038	22	4
L-038	23	4
L-038	24	4
L-038	25	4
L-038	26	4
L-038	27	4
L-038	28	4
L-038	29	4
L-038	30	4
L-038	31	4
L-038	32	4
L-038	33	4
L-038	34	4
L-038	35	4
L-038	36	4
L-038	37	4
L-038	38	4
L-038	39	4
L-038	40	4
L-038	41	4
L-038	42	4
L-038	43	4
L-038	44	4
L-038	45	4
L-038	46	4
L-038	47	4
L-038	48	4
L-038	49	4
L-038	50	4
L-038	51	4
L-038	52	4
L-038	53	4
L-038	54	4
L-038	55	4
L-038	56	4
L-038	57	4
L-038	58	4
L-038	59	4
L-038	60	4
L-038	61	4
L-038	62	4
L-038	63	4
L-038	64	1
L-038	65	1
L-038	66	1
L-038	67	1
L-038	68	1
L-038	69	1
L-039	0	4
L-039	1	4
L-039	2	4
L-039	3	4
L-039	4	4
L-039	5	4
L-039	6	4
L-039	7	4
L-039	8	4
L-039	9	4
L-039	10	4
L-039	11	4
L-039	12	4
L-039	13	4
L-039	14	4
L-039	15	4
L-039	16	4
L-039	17	4
L-039	18	4
L-039	19	4
L-039	20	4
L-039	21	4
L-039	22	4
L-039	23	4
L-039	24	4
L-039	25	4
L-039	26	4
L-039	27	4
L-039	28	4
L-039	29	4
L-039	30	4
L-039	31	4
L-039	32	4
L-039	33	4
L-039	34	4
L-039	35	4
L-039	36	4
L-039	37	4
L-039	38	4
L-039	39	4
L-039	40	4
L-039	41	4
L-039	42	4
L-039	43	4
L-039	44	4
L-039	45	4
L-039	46	4
L-039	47	4
L-039	48	4
L-039	49	4
L-039	50	4
L-039	51	4
L-039	52	4
L-039	53	4
L-039	54	4
L-039	55	4
L-039	56	4
L-039	57	4
L-039	58	4
L-039	59	4
L-039	60	4
L-039	61	4
L-039	62	4
L-039	63	4
L-039	64	1
L-039	65	1
L-039	66	1
L-039	67	1
L-039	68	1
L-039	69	1
L-040	0	4
L-040	1	4
L-040	2	4
L-040	3	4
L-040	4	4
L-040	5	4
L-040	6	4
L-040	7	4
L-040	8	4
L-040	9	4
L-040	10	4
L-040	11	4
L-040	12	4
L-040	13	4
L-040	14	4
L-040	15	4
L-040	16	4
L-040	17	4
L-040	18	4
L-040	19	4
L-040	20	4
L-040	21	4
L-040	22	4
L-040	23	4
L-040	24	4
L-040	25	4
L-040	26	4
L-040	27	4
L-040	28	4
L-040	29	4
L-040	30	4
L-040	31	4
L-040	32	4
L-040	33	4
L-040	34	4
L-040	35	4
L-040	36	4
L-040	37	4
L-040	38	4
L-040	39	4
L-040	40	4
L-040	41	4
L-040	42	4
L-040	43	4
L-040	44	4
L-040	45	4
L-040	46	4
L-040	47	4
L-040	48	4
L-040	49	4
L-040	50	4
L-040	51	4
L-040	52	4
L-040	53	4
L-040	54	4
L-040	55	4
L-040	56	4
L-040	57	4
L-040	58	4
L-040	59	4
L-040	60	4
L-040	61	4
L-040	62	4
L-040	63	4
L-040	64	1
L-040	65	1
L-040	66	1
L-040	67	1
L-040	68	1
L-040	69	1
L-041	0	4
L-041	1	4
L-041	2	4
L-041	3	4
L-041	4	4
L-041	5	4
L-041	6	4
L-041	7	4
L-041	8	4
L-041	9	4
L-041	10	4
L-041	11	4
L-041	12	4
L-041	13	4
L-041	14	4
L-041	15	4
L-041	16	4
L-041	17	4
L-041	18	4
L-041	19	4
L-041	20	4
L-041	21	4
L-041	22	4
L-041	23	4
L-041	24	4
L-041	25	4
L-041	26	4
L-041	27	4
L-041	28	4
L-041	29	4
L-041	30	4
L-041	31	4
L-041	32	4
L-041	33	4
L-041	34	4
L-041	35	4
L-041	36	4
L-041	37	4
L-041	38	4
L-041	39	4
L-041	40	4
L-041	41	4
L-041	42	4
L-041	43	4
L-041	44	4
L-041	45	4
L-041	46	4
L-041	47	4
L-041	48	4
L-041	49	4
L-041	50	4
L-041	51	4
L-041	52	4
L-041	53	4
L-041	54	4
L-041	55	4
L-041	56	4
L-041	57	4
L-041	58	4
L-041	59	4
L-041	60	4
L-041	61	4
L-041	62	4
L-041	63	4
L-041	64	1
L-041	65	1
L-041	66	1
L-041	67	1
L-041	68	1
L-041	69	1
L-042	0	4
L-042	1	4
L-042	2	4
L-042	3	4
L-042	4	4
L-042	5	4
L-042	6	4
L-042	7	4
L-042	8	4
L-042	9	4
L-042	10	4
L-042	11	4
L-042	12	4
L-042	13	4
L-042	14	4
L-042	15	4
L-042	16	4
L-042	17	4
L-042	18	4
L-042	19	4
L-042	20	4
L-042	21	4
L-042	22	4
L-042	23	4
L-042	24	4
L-042	25	4
L-042	26	4
L-042	27	4
L-042	28	4
L-042	29	4
L-042	30	4
L-042	31	4
L-042	32	4
L-042	33	4
L-042	34	4
L-042	35	4
L-042	36	4
L-042	37	4
L-042	38	4
L-042	39	4
L-042	40	4
L-042	41	4
L-042	42	4
L-042	43	4
L-042	44	4
L-042	45	4
L-042	46	4
L-042	47	4
L-042	48	4
L-042	49	4
L-042	50	4
L-042	51	4
L-042	52	4
L-042	53	4
L-042	54	4
L-042	55	4
L-042	56	4
L-042	57	4
L-042	58	4
L-042	59	4
L-042	60	4
L-042	61	4
L-042	62	4
L-042	63	4
L-042	64	1
L-042	65	1
L-042	66	1
L-042	67	1
L-042	68	1
L-042	69	1
L-043	0	4
L-043	1	4
L-043	2	4
L-043	3	4
L-043	4	4
L-043	5	4
L-043	6	4
L-043	7	4
L-043	8	4
L-043	9	4
L-043	10	4
L-043	11	4
L-043	12	4
L-043	13	4
L-043	14	4
L-043	15	4
L-043	16	4
L-043	17	4
L-043	18	4
L-043	19	4
L-043	20	4
L-043	21	4
L-043	22	4
L-043	23	4
L-043	24	4
L-043	25	4
L-043	26	4
L-043	27	4
L-043	28	4
L-043	29	4
L-043	30	4
L-043	31	4
L-043	32	4
L-043	33	4
L-043	34	4
L-043	35	4
L-043	36	4
L-043	37	4
L-043	38	4
L-043	39	4
L-043	40	4
L-043	41	4
L-043	42	4
L-043	43	4
L-043	44	4
L-043	45	4
L-043	46	4
L-043	47	4
L-043	48	4
L-043	49	4
L-043	50	4
L-043	51	4
L-043	52	4
L-043	53	4
L-043	54	4
L-043	55	4
L-043	56	4
L-043	57	4
L-043	58	4
L-043	59	4
L-043	60	4
L-043	61	4
L-043	62	4
L-043	63	4
L-043	64	1
L-043	65	1
L-043	66	1
L-043	67	1
L-043	68	1
L-043	69	1
L-044	0	4
L-044	1	4
L-044	2	4
L-044	3	4
L-044	4	4
L-044	5	4
L-044	6	4
L-044	7	4
L-044	8	4
L-044	9	4
L-044	10	4
L-044	11	4
L-044	12	4
L-044	13	4
L-044	14	4
L-044	15	4
L-044	16	4
L-044	17	4
L-044	18	4
L-044	19	4
L-044	20	4
L-044	21	4
L-044	22	4
L-044	23	4
L-044	24	4
L-044	25	4
L-044	26	4
L-044	27	4
L-044	28	4
L-044	29	4
L-044	30	4
L-044	31	4
L-044	32	4
L-044	33	4
L-044	34	4
L-044	35	4
L-044	36	4
L-044	37	4
L-044	38	4
L-044	39	4
L-044	40	4
L-044	41	4
L-044	42	4
L-044	43	4
L-044	44	4
L-044	45	4
L-044	46	4
L-044	47	4
L-044	48	4
L-044	49	4
L-044	50	4
L-044	51	4
L-044	52	4
L-044	53	4
L-044	54	4
L-044	55	4
L-044	56	4
L-044	57	4
L-044	58	4
L-044	59	4
L-044	60	4
L-044	61	4
L-044	62	4
L-044	63	4
L-044	64	1
L-044	65	1
L-044	66	1
L-044	67	1
L-044	68	1
L-044	69	1
L-045	0	4
L-045	1	4
L-045	2	4
L-045	3	4
L-045	4	4
L-045	5	4
L-045	6	4
L-045	7	4
L-045	8	4
L-045	9	4
L-045	10	4
L-045	11	4
L-045	12	4
L-045	13	4
L-045	14	4
L-045	15	4
L-045	16	4
L-045	17	4
L-045	18	4
L-045	19	4
L-045	20	4
L-045	21	4
L-045	22	4
L-045	23	4
L-045	24	4
L-045	25	4
L-045	26	4
L-045	27	4
L-045	28	4
L-045	29	4
L-045	30	4
L-045	31	4
L-045	32	4
L-045	33	4
L-045	34	4
L-045	35	4
L-045	36	4
L-045	37	4
L-045	38	4
L-045	39	4
L-045	40	4
L-045	41	4
L-045	42	4
L-045	43	4
L-045	44	4
L-045	45	4
L-045	46	4
L-045	47	4
L-045	48	4
L-045	49	4
L-045	50	4
L-045	51	4
L-045	52	4
L-045	53	4
L-045	54	4
L-045	55	4
L-045	56	4
L-045	57	4
L-045	58	4
L-045	59	4
L-045	60	4
L-045	61	4
L-045	62	4
L-045	63	4
L-045	64	1
L-045	65	1
L-045	66	1
L-045	67	1
L-045	68	1
L-045	69	1
L-046	0	4
L-046	1	4
L-046	2	4
L-046	3	4
L-046	4	4
L-046	5	4
L-046	6	4
L-046	7	4
L-046	8	4
L-046	9	4
L-046	10	4
L-046	11	4
L-046	12	4
L-046	13	4
L-046	14	4
L-046	15	4
L-046	16	4
L-046	17	4
L-046	18	4
L-046	19	4
L-046	20	4
L-046	21	4
L-046	22	4
L-046	23	4
L-046	24	4
L-046	25	4
L-046	26	4
L-046	27	4
L-046	28	4
L-046	29	4
L-046	30	4
L-046	31	4
L-046	32	4
L-046	33	4
L-046	34	4
L-046	35	4
L-046	36	4
L-046	37	4
L-046	38	4
L-046	39	4
L-046	40	4
L-046	41	4
L-046	42	4
L-046	43	4
L-046	44	4
L-046	45	4
L-046	46	4
L-046	47	4
L-046	48	4
L-046	49	4
L-046	50	4
L-046	51	4
L-046	52	4
L-046	53	4
L-046	54	4
L-046	55	4
L-046	56	4
L-046	57	4
L-046	58	4
L-046	59	4
L-046	60	4
L-046	61	4
L-046	62	4
L-046	63	4
L-046	64	1
L-046	65	1
L-046	66	1
L-046	67	1
L-046	68	1
L-046	69	1
L-047	0	4
L-047	1	4
L-047	2	4
L-047	3	4
L-047	4	4
L-047	5	4
L-047	6	4
L-047	7	4
L-047	8	4
L-047	9	4
L-047	10	4
L-047	11	4
L-047	12	4
L-047	13	4
L-047	14	4
L-047	15	4
L-047	16	4
L-047	17	4
L-047	18	4
L-047	19	4
L-047	20	4
L-047	21	4
L-047	22	4
L-047	23	4
L-047	24	4
L-047	25	4
L-047	26	4
L-047	27	4
L-047	28	4
L-047	29	4
L-047	30	4
L-047	31	4
L-047	32	4
L-047	33	4
L-047	34	4
L-047	35	4
L-047	36	4
L-047	37	4
L-047	38	4
L-047	39	4
L-047	40	4
L-047	41	4
L-047	42	4
L-047	43	4
L-047	44	4
L-047	45	4
L-047	46	4
L-047	47	4
L-047	48	4
L-047	49	4
L-047	50	4
L-047	51	4
L-047	52	4
L-047	53	4
L-047	54	4
L-047	55	4
L-047	56	4
L-047	57	4
L-047	58	4
L-047	59	4
L-047	60	4
L-047	61	4
L-047	62	4
L-047	63	4
L-047	64	1
L-047	65	1
L-047	66	1
L-047	67	1
L-047	68	1
L-047	69	1
L-048	0	4
L-048	1	4
L-048	2	4
L-048	3	4
L-048	4	4
L-048	5	4
L-048	6	4
L-048	7	4
L-048	8	4
L-048	9	4
L-048	10	4
L-048	11	4
L-048	12	4
L-048	13	4
L-048	14	4
L-048	15	4
L-048	16	4
L-048	17	4
L-048	18	4
L-048	19	4
L-048	20	4
L-048	21	4
L-048	22	4
L-048	23	4
L-048	24	4
L-048	25	4
L-048	26	4
L-048	27	4
L-048	28	4
L-048	29	4
L-048	30	4
L-048	31	4
L-048	32	4
L-048	33	4
L-048	34	4
L-048	35	4
L-048	36	4
L-048	37	4
L-048	38	4
L-048	39	4
L-048	40	4
L-048	41	4
L-048	42	4
L-048	43	4
L-048	44	4
L-048	45	4
L-048	46	4
L-048	47	4
L-048	48	4
L-048	49	4
L-048	50	4
L-048	51	4
L-048	52	4
L-048	53	4
L-048	54	4
L-048	55	4
L-048	56	4
L-048	57	4
L-048	58	4
L-048	59	4
L-048	60	4
L-048	61	4
L-048	62	4
L-048	63	4
L-048	64	1
L-048	65	1
L-048	66	1
L-048	67	1
L-048	68	1
L-048	69	1
L-049	0	4
L-049	1	4
L-049	2	4
L-049	3	4
L-049	4	4
L-049	5	4
L-049	6	4
L-049	7	4
L-049	8	4
L-049	9	4
L-049	10	4
L-049	11	4
L-049	12	4
L-049	13	4
L-049	14	4
L-049	15	4
L-049	16	4
L-049	17	4
L-049	18	4
L-049	19	4
L-049	20	4
L-049	21	4
L-049	22	4
L-049	23	4
L-049	24	4
L-049	25	4
L-049	26	4
L-049	27	4
L-049	28	4
L-049	29	4
L-049	30	4
L-049	31	4
L-049	32	4
L-049	33	4
L-049	34	4
L-049	35	4
L-049	36	4
L-049	37	4
L-049	38	4
L-049	39	4
L-049	40	4
L-049	41	4
L-049	42	4
L-049	43	4
L-049	44	4
L-049	45	4
L-049	46	4
L-049	47	4
L-049	48	4
L-049	49	4
L-049	50	4
L-049	51	4
L-049	52	4
L-049	53	4
L-049	54	4
L-049	55	4
L-049	56	4
L-049	57	4
L-049	58	4
L-049	59	4
L-049	60	4
L-049	61	4
L-049	62	4
L-049	63	4
L-049	64	1
L-049	65	1
L-049	66	1
L-049	67	1
L-049	68	1
L-049	69	1
L-050	0	4
L-050	1	4
L-050	2	4
L-050	3	4
L-050	4	4
L-050	5	4
L-050	6	4
L-050	7	4
L-050	8	4
L-050	9	4
L-050	10	4
L-050	11	4
L-050	12	4
L-050	13	4
L-050	14	4
L-050	15	4
L-050	16	4
L-050	17	4
L-050	18	4
L-050	19	4
L-050	20	4
L-050	21	4
L-050	22	4
L-050	23	4
L-050	24	4
L-050	25	4
L-050	26	4
L-050	27	4
L-050	28	4
L-050	29	4
L-050	30	4
L-050	31	4
L-050	32	4
L-050	33	4
L-050	34	4
L-050	35	4
L-050	36	4
L-050	37	4
L-050	38	4
L-050	39	4
L-050	40	4
L-050	41	4
L-050	42	4
L-050	43	4
L-050	44	4
L-050	45	4
L-050	46	4
L-050	47	4
L-050	48	4
L-050	49	4
L-050	50	4
L-050	51	4
L-050	52	4
L-050	53	4
L-050	54	4
L-050	55	4
L-050	56	4
L-050	57	4
L-050	58	4
L-050	59	4
L-050	60	4
L-050	61	4
L-050	62	4
L-050	63	4
L-050	64	1
L-050	65	1
L-050	66	1
