# prereg_sha f55d1dbbe1a609f69301ce8f537282a0372880b51fdec6b51d0f588b9fd96d30
# arm SR-S1 stage=1 mask=ON (PREREG_SR.md section 5b)
# mask integers: k{4,6}:num=10(C-Y)f_k; k{1,7}:num=2(C-Y)f_k+8*rise*f_k; k0:num=0 iff f7=1000 else 2(C-Y)f_1+8*rise*f_1; k{2,3,5}:num=0; b:ordinary v2; DIV2=40000; clamp +-2000000
epoch	phase	loss	v2	gviol	clampbind	w1	w2	w3	w4	w5	w6	w7	w8	b	mcC	mcW	mcA
295	0	118000000	0	18	0	171906	-75113	0	0	166481	0	-27713	611	-118221	939	248	883
296	1	145000000	25	19	0	168406	-75993	0	0	161076	0	-27713	611	-127044	932	204	873
297	1	129047356	27	20	0	165248	-77171	0	0	157046	0	-27332	611	-135254	902	102	837
298	2	103000000	5	19	0	166352	-77067	0	0	158547	0	-28582	611	-134805	905	190	847
299	2	120125875	35	19	0	167237	-76992	0	0	159304	0	-29832	611	-135488	905	190	847
300	0	222557837	0	18	0	172916	-76976	0	0	166708	0	-28332	611	-125839	939	233	882
301	0	118272202	0	18	0	175815	-76960	0	0	170256	0	-28332	611	-121226	939	248	883
302	1	145000000	25	19	0	172315	-77840	0	0	164851	0	-28332	611	-130049	932	204	873
303	1	128793424	27	20	0	169159	-79013	0	0	160753	0	-28068	611	-138275	903	117	839
304	2	103239020	35	19	0	170244	-78910	0	0	162182	0	-29318	611	-137936	905	190	847
305	2	120295075	35	19	0	171128	-78835	0	0	162934	0	-30568	611	-138623	905	190	847
306	0	222816224	0	18	0	176815	-78819	0	0	170342	0	-29068	611	-128964	938	233	881
307	0	121202848	0	18	0	179876	-78803	0	0	174220	0	-29068	611	-124021	939	248	883
308	1	145000000	25	18	0	176376	-79683	0	0	168815	0	-29068	611	-132844	932	204	873
309	1	130228484	26	20	0	173228	-80840	0	0	164550	0	-29068	611	-141087	904	158	843
310	2	106428660	35	19	0	174249	-80745	0	0	165769	0	-30318	611	-141070	905	190	847
311	2	120281985	35	19	0	175133	-80670	0	0	166521	0	-31568	611	-141756	905	190	847
312	0	222636275	0	18	0	180813	-80654	0	0	173936	0	-30068	611	-132104	937	233	880
313	0	126769638	0	18	0	184027	-80638	0	0	178125	0	-30068	611	-126850	939	248	883
314	1	145000000	25	18	0	180527	-81518	0	0	172720	0	-30068	611	-135673	933	204	874
315	1	130000000	25	20	0	177402	-82663	0	0	168455	0	-30068	611	-143860	905	190	847
316	2	114393585	35	19	0	178345	-82580	0	0	169401	0	-31318	611	-144252	906	190	848
317	2	120266725	35	19	0	179229	-82505	0	0	170154	0	-32568	611	-144939	905	190	847
318	0	222873048	0	18	0	184946	-82489	0	0	177684	0	-31068	611	-135200	936	233	879
319	0	130996144	0	18	0	188265	-82473	0	0	182082	0	-31068	611	-129738	939	248	883
320	1	145000000	25	18	0	184765	-83353	0	0	176677	0	-31068	611	-138561	933	206	874
321	1	130000000	25	19	0	181640	-84498	0	0	172412	0	-31068	611	-146763	907	190	848
322	2	121612175	35	19	0	182510	-84426	0	0	173123	0	-32318	611	-147508	906	190	848
323	2	120255665	35	19	0	183394	-84351	0	0	173877	0	-33568	611	-148195	906	190	848
324	0	224051502	0	18	0	189154	-84335	0	0	181532	0	-32068	611	-138365	935	233	879
325	0	135414560	0	18	0	192584	-84319	0	0	186144	0	-32068	611	-132690	939	248	883
326	1	145000000	25	18	0	189084	-85199	0	0	180739	0	-32068	611	-141513	933	210	875
327	1	130000000	25	19	0	185959	-86344	0	0	176474	0	-32068	611	-149734	910	190	852
328	2	128703750	35	19	0	186756	-86282	0	0	176945	0	-33318	611	-150846	906	190	848
329	2	120239795	35	19	0	187640	-86207	0	0	177700	0	-34568	611	-151532	906	190	848
330	0	226230544	0	18	0	193447	-86191	0	0	185486	0	-33068	611	-141603	935	233	878
331	0	139926990	0	18	0	196991	-86175	0	0	190321	0	-33068	611	-135705	939	248	883
332	1	145000000	25	18	0	193491	-87055	0	0	184916	0	-33068	611	-144528	934	215	875
333	1	130000000	25	19	0	190366	-88200	0	0	180651	0	-33068	611	-152739	913	190	855
334	2	136931405	35	19	0	191083	-88149	0	0	180851	0	-34318	611	-154255	907	190	849
335	2	120239975	35	19	0	191967	-88074	0	0	181607	0	-35568	611	-154942	906	190	848
336	0	229061229	0	18	0	197822	-88058	0	0	189517	0	-34068	611	-144917	934	233	877
337	0	144725731	0	18	0	201484	-88042	0	0	194585	0	-34068	611	-138787	939	248	883
338	1	145000000	25	18	0	197984	-88922	0	0	189180	0	-34068	611	-147610	934	219	876
339	1	130000000	25	19	0	194859	-90067	0	0	184915	0	-34068	611	-155802	915	190	856
340	2	145263040	35	19	0	195493	-90027	0	0	184838	0	-35318	611	-157735	907	190	849
341	2	120224585	35	19	0	196377	-89952	0	0	185593	0	-36568	611	-158421	907	190	848
342	0	231205115	0	17	0	202264	-89936	0	0	193586	0	-35068	611	-148332	934	233	877
343	0	150352135	0	18	0	206061	-89920	0	0	198924	0	-35068	611	-141935	939	248	883
344	1	145000000	25	18	0	202561	-90800	0	0	193519	0	-35068	611	-150758	934	219	876
345	1	130000000	25	19	0	199436	-91945	0	0	189254	0	-35068	611	-158931	917	190	858
346	2	153468430	35	19	0	199985	-91916	0	0	188901	0	-36318	611	-161280	907	190	849
347	2	120236375	35	19	0	200869	-91841	0	0	189657	0	-37568	611	-161968	907	190	849
348	0	231822741	0	17	0	206766	-91825	0	0	197672	0	-36068	611	-151863	934	233	877
349	0	157104774	0	18	0	210722	-91809	0	0	203326	0	-36068	611	-145154	939	248	883
350	1	145000000	25	18	0	207222	-92689	0	0	197921	0	-36068	611	-153976	934	223	876
351	1	130000000	25	19	0	204097	-93834	0	0	193656	0	-36068	611	-162130	918	190	859
352	2	161797645	35	19	0	204565	-93818	0	0	193034	0	-37318	611	-164891	908	190	849
353	2	120209465	35	19	0	205449	-93743	0	0	193790	0	-38568	611	-165579	907	190	849
354	0	232042825	0	17	0	211377	-93727	0	0	201903	0	-37068	611	-155403	934	233	877
355	0	162752336	0	18	0	215463	-93711	0	0	207813	0	-37068	611	-148444	939	248	883
356	1	145000000	25	18	0	211963	-94591	0	0	202408	0	-37068	611	-157266	934	227	876
357	1	130000000	25	17	0	208838	-95736	0	0	198143	0	-37068	611	-165423	918	190	859
358	2	169573345	35	19	0	209227	-95730	0	0	197257	0	-38318	611	-168578	908	190	850
359	2	120190880	35	19	0	210111	-95655	0	0	198013	0	-39568	611	-169264	907	190	849
360	0	233421616	0	17	0	216097	-95639	0	0	206274	0	-38068	611	-158979	934	233	877
361	0	167685918	0	18	0	220291	-95623	0	0	212400	0	-38068	611	-151811	939	248	883
362	1	145000000	25	18	0	216791	-96503	0	0	206995	0	-38068	611	-160633	934	230	877
363	1	130000000	25	17	0	213666	-97648	0	0	202730	0	-38068	611	-168823	919	190	860
364	2	177188005	35	19	0	213979	-97653	0	0	201593	0	-39318	611	-172356	908	190	850
365	2	120200785	35	19	0	214863	-97578	0	0	202349	0	-40568	611	-173043	908	190	849
366	0	236175596	0	17	0	220913	-97562	0	0	210764	0	-39068	611	-162638	934	233	877
367	0	172670287	0	18	0	225208	-97546	0	0	217089	0	-39068	611	-155283	939	248	883
368	1	145000000	25	18	0	221708	-98426	0	0	211684	0	-39068	611	-164105	934	233	877
369	1	130000000	25	17	0	218583	-99571	0	0	207419	0	-39068	611	-172294	919	190	860
370	2	184945305	35	19	0	218820	-99587	0	0	206024	0	-40318	611	-176216	908	190	850
371	2	120190880	35	19	0	219704	-99512	0	0	206780	0	-41568	611	-176903	908	190	849
372	0	239608768	0	17	0	225817	-99496	0	0	215335	0	-40068	611	-166386	934	233	877
373	0	177538367	0	18	0	230206	-99480	0	0	221843	0	-40068	611	-158867	939	248	883
374	1	145000000	25	18	0	226706	-100360	0	0	216438	0	-40068	611	-167689	934	233	877
375	1	130000000	25	17	0	223581	-101505	0	0	212173	0	-40068	611	-175876	920	193	861
376	2	192034780	35	19	0	223747	-101531	0	0	210542	0	-41318	611	-180149	908	190	850
377	2	120200195	35	19	0	224631	-101456	0	0	211298	0	-42568	611	-180837	908	190	850
378	0	241877084	0	17	0	230778	-101440	0	0	219935	0	-41044	611	-170258	934	233	877
379	0	182041278	0	18	0	235242	-101424	0	0	226588	0	-41044	611	-162631	939	248	883
380	1	145000000	25	18	0	231742	-102304	0	0	221183	0	-41044	611	-171453	934	233	877
381	1	130000000	25	17	0	228617	-103449	0	0	216918	0	-41044	611	-179640	920	197	862
382	2	196718555	35	19	0	228735	-103482	0	0	215135	0	-42294	611	-184144	908	190	850
383	2	120225530	35	19	0	229619	-103407	0	0	215890	0	-43544	611	-184833	908	190	850
384	0	242297490	0	18	0	235778	-103391	0	0	224536	0	-41993	611	-174239	934	233	877
385	0	183000000	0	18	0	240257	-103375	0	0	231218	0	-41993	611	-166620	939	248	883
386	1	145000000	25	18	0	236757	-104255	0	0	225813	0	-41993	611	-175442	934	231	877
387	1	130000000	25	17	0	233632	-105400	0	0	221548	0	-41993	611	-183629	920	196	861
388	2	197147255	35	19	0	233745	-105433	0	0	219749	0	-43243	611	-188158	908	190	850
389	2	120225300	35	19	0	234629	-105358	0	0	220505	0	-44493	611	-188849	908	190	850
390	0	242581637	0	18	0	240796	-105342	0	0	229158	0	-42907	611	-178239	934	232	877
391	0	183003844	0	18	0	245276	-105326	0	0	235845	0	-42907	611	-170617	939	248	883
392	1	145000000	25	18	0	241776	-106206	0	0	230440	0	-42907	611	-179440	934	227	876
393	1	130000000	25	17	0	238651	-107351	0	0	226175	0	-42907	611	-187627	920	195	861
394	2	197462470	35	19	0	238761	-107384	0	0	224363	0	-44157	611	-192174	908	190	850
395	2	120225225	35	19	0	239645	-107309	0	0	225118	0	-45407	611	-192863	908	190	850
396	0	242726320	0	18	0	245816	-107293	0	0	233773	0	-43804	611	-182243	934	228	876
397	0	183180625	0	18	0	250304	-107277	0	0	240490	0	-43804	611	-174603	939	248	883
398	1	145000000	25	18	0	246804	-108157	0	0	235085	0	-43804	611	-183426	934	223	876
399	1	130000000	25	17	0	243679	-109302	0	0	230820	0	-43804	611	-191613	920	195	861
400	2	198131970	35	19	0	243783	-109336	0	0	228985	0	-45054	611	-196197	909	190	850
401	2	120209465	35	19	0	244667	-109261	0	0	229741	0	-46304	611	-196886	908	190	850
402	0	242883608	0	18	0	250843	-109245	0	0	238399	0	-44690	611	-186258	934	224	876
403	0	183627264	0	18	0	255338	-109229	0	0	245146	0	-44690	611	-178600	939	248	883
404	1	145000000	25	18	0	251838	-110109	0	0	239741	0	-44690	611	-187423	934	219	876
405	1	130000000	25	17	0	248713	-111254	0	0	235476	0	-44690	611	-195611	920	194	861
406	2	198787325	35	19	0	248810	-111290	0	0	233619	0	-45940	611	-200227	909	190	850
407	2	120224665	35	19	0	249694	-111215	0	0	234375	0	-47190	611	-200917	908	190	850
408	0	243063622	0	18	0	255875	-111199	0	0	243037	0	-45569	611	-190279	934	219	876
409	0	184000000	0	18	0	260375	-111183	0	0	249802	0	-45569	611	-182610	939	248	883
410	1	145000000	25	18	0	256875	-112063	0	0	244397	0	-45569	611	-191433	934	219	876
411	1	130000000	25	17	0	253750	-113208	0	0	240132	0	-45569	611	-199621	919	194	861
412	2	199328295	35	19	0	253843	-113244	0	0	238258	0	-46819	611	-204263	909	190	850
413	2	120224585	35	19	0	254727	-113169	0	0	239013	0	-48069	611	-204952	908	190	850
414	0	243205495	0	18	0	260912	-113153	0	0	247678	0	-46443	611	-194307	934	219	876
415	0	184000000	0	18	0	265412	-113137	0	0	254443	0	-46443	611	-186638	939	248	883
416	1	145000000	25	18	0	261912	-114017	0	0	249038	0	-46443	611	-195461	934	219	876
417	1	130000000	25	17	0	258787	-115162	0	0	244773	0	-46443	611	-203649	919	192	860
418	2	199464455	35	19	0	258877	-115198	0	0	242895	0	-47693	611	-208297	909	190	851
419	2	120224665	35	19	0	259761	-115123	0	0	243651	0	-48943	611	-208987	908	190	850
420	0	243352567	0	18	0	265951	-115107	0	0	252317	0	-47315	611	-198336	934	219	876
421	0	184000000	0	18	0	270451	-115091	0	0	259082	0	-47315	611	-190667	939	248	883
422	1	145000000	25	18	0	266951	-115971	0	0	253677	0	-47315	611	-199490	934	219	876
423	1	130000000	25	17	0	263826	-117116	0	0	249412	0	-47315	611	-207679	919	191	860
424	2	199561470	35	19	0	263915	-117152	0	0	247531	0	-48565	611	-212332	909	190	851
425	2	120224585	35	19	0	264799	-117077	0	0	248286	0	-49815	611	-213021	909	190	850
426	0	243495759	0	18	0	270993	-117061	0	0	256954	0	-48187	611	-202364	934	219	876
427	0	184000000	0	18	0	275493	-117045	0	0	263719	0	-48187	611	-194695	939	248	883
428	1	145000000	25	18	0	271993	-117925	0	0	258314	0	-48187	611	-203517	933	219	876
429	1	130000000	25	17	0	268868	-119070	0	0	254049	0	-48187	611	-211706	919	190	860
430	2	199704505	35	19	0	268957	-119106	0	0	252163	0	-49437	611	-216365	909	190	851
431	2	120221165	35	19	0	269841	-119031	0	0	252919	0	-50687	611	-217054	909	190	850
432	0	243637706	0	18	0	276038	-119015	0	0	261590	0	-49061	611	-206392	933	219	876
433	0	184000000	0	18	0	280538	-118999	0	0	268355	0	-49061	611	-198723	939	248	883
434	1	145000000	25	18	0	277038	-119879	0	0	262950	0	-49061	611	-207545	933	218	875
435	1	130000000	25	17	0	273913	-121024	0	0	258685	0	-49061	611	-215735	919	190	860
436	2	199814380	35	19	0	274000	-121061	0	0	256796	0	-50311	611	-220399	909	190	851
437	2	120209465	35	19	0	274884	-120986	0	0	257552	0	-51561	611	-221089	909	190	851
438	0	243800363	0	18	0	281084	-120970	0	0	266224	0	-49936	611	-210423	933	219	876
439	0	184000000	0	18	0	285584	-120954	0	0	272989	0	-49936	611	-202754	939	248	883
440	1	145000000	25	18	0	282084	-121834	0	0	267584	0	-49936	611	-211577	933	214	875
441	1	130000000	25	17	0	278959	-122979	0	0	263319	0	-49936	611	-219767	919	190	860
442	2	199838340	35	19	0	279046	-123016	0	0	261429	0	-51186	611	-224434	909	190	851
443	2	120200785	35	19	0	279930	-122941	0	0	262185	0	-52436	611	-225123	909	190	851
444	0	243954673	0	18	0	286135	-122925	0	0	270860	0	-50813	611	-214453	933	216	875
445	0	184000000	0	18	0	290635	-122909	0	0	277625	0	-50813	611	-206784	939	248	883
446	1	145000000	25	18	0	287135	-123789	0	0	272220	0	-50813	611	-215607	933	211	875
447	1	130000000	25	17	0	284010	-124934	0	0	267955	0	-50813	611	-223797	919	190	860
448	2	199953700	35	19	0	284097	-124971	0	0	266062	0	-52063	611	-228469	909	190	851
449	2	120196825	35	19	0	284982	-124896	0	0	266818	0	-53313	611	-229159	909	190	851
450	0	244115346	0	18	0	291189	-124880	0	0	275495	0	-51692	611	-218485	933	213	875
451	0	184000000	0	18	0	295689	-124864	0	0	282260	0	-51692	611	-210816	939	248	883
452	1	145000000	25	18	0	292189	-125744	0	0	276855	0	-51692	611	-219639	933	207	874
453	1	130000000	25	17	0	289064	-126889	0	0	272590	0	-51692	611	-227829	919	190	860
454	2	200036160	35	19	0	289150	-126926	0	0	270694	0	-52942	611	-232505	909	190	851
455	2	120184980	35	19	0	290034	-126851	0	0	271451	0	-54192	611	-233195	909	190	851
456	0	244238368	0	18	0	296243	-126835	0	0	280129	0	-52571	611	-222518	933	209	874
457	0	184000000	0	18	0	300743	-126819	0	0	286894	0	-52571	611	-214849	939	248	883
458	1	145000000	25	18	0	297243	-127699	0	0	281489	0	-52571	611	-223672	933	204	874
459	1	130000000	25	18	0	294118	-128844	0	0	277224	0	-52571	611	-231862	919	190	860
460	2	200085480	35	19	0	294203	-128881	0	0	275327	0	-53821	611	-236541	910	190	851
461	2	120181900	35	19	0	295088	-128806	0	0	276084	0	-55071	611	-237231	909	190	851
462	0	244287921	0	18	0	301297	-128790	0	0	284762	0	-53449	611	-226554	933	206	874
463	0	184000000	0	18	0	305797	-128774	0	0	291527	0	-53449	611	-218885	939	248	883
464	1	145051984	26	18	0	302286	-129655	0	0	286122	0	-53449	611	-227730	933	204	874
465	1	130000000	25	18	0	299161	-130800	0	0	281857	0	-53449	611	-235928	919	190	860
466	2	199597220	35	19	0	299250	-130836	0	0	279975	0	-54699	611	-240586	910	190	851
467	2	120162325	35	19	0	300134	-130761	0	0	280732	0	-55949	611	-241276	909	190	851
468	0	244385513	0	18	0	306345	-130745	0	0	289412	0	-54319	611	-230593	933	204	874
469	0	184000000	0	18	0	310845	-130729	0	0	296177	0	-54319	611	-222924	939	248	883
470	1	143961161	27	18	0	307317	-131615	0	0	290786	0	-54319	611	-231806	932	204	873
471	1	130000000	25	18	0	304192	-132760	0	0	286521	0	-54319	611	-240012	919	190	860
472	2	199129455	35	19	0	304286	-132796	0	0	284653	0	-55569	611	-244647	910	190	851
473	2	120184980	35	19	0	305170	-132721	0	0	285410	0	-56819	611	-245337	909	190	851
474	0	244564553	0	18	0	311386	-132705	0	0	294091	0	-55179	611	-234647	932	204	873
475	0	184039204	0	18	0	315893	-132689	0	0	300858	0	-55179	611	-226969	939	248	883
476	1	142001622	28	19	0	312372	-133578	0	0	295508	0	-55179	611	-235837	932	204	873
477	1	130000000	25	18	0	309247	-134723	0	0	291243	0	-55179	611	-244045	919	190	860
478	2	200035915	35	19	0	309332	-134760	0	0	289347	0	-56429	611	-248721	910	190	851
479	2	120190880	35	19	0	310216	-134685	0	0	290103	0	-57679	611	-249410	909	190	851
480	0	244758751	0	19	0	316436	-134669	0	0	298788	0	-56030	611	-238713	932	204	873
481	0	184215665	0	18	0	320953	-134653	0	0	305560	0	-56030	611	-231020	939	248	883
482	1	141089897	28	19	0	317456	-135547	0	0	300270	0	-56030	611	-239840	931	204	872
483	1	130000000	25	18	0	314331	-136692	0	0	296005	0	-56030	611	-248046	919	190	860
484	2	201807170	35	19	0	314399	-136732	0	0	294052	0	-57280	611	-252806	909	190	851
485	2	120200520	35	19	0	315284	-136657	0	0	294808	0	-58530	611	-253495	909	190	851
486	0	244919141	0	19	0	321509	-136641	0	0	303494	0	-56877	611	-242792	931	204	872
487	0	184615625	0	18	0	326043	-136625	0	0	310280	0	-56877	611	-235072	939	248	883
488	1	140303761	28	19	0	322570	-137523	0	0	305047	0	-56877	611	-243846	931	204	872
489	1	130000000	25	18	0	319445	-138668	0	0	300782	0	-56877	611	-252048	919	190	860
490	2	203552315	35	19	0	319494	-138710	0	0	298767	0	-58127	611	-256900	909	190	851
491	2	120264380	35	19	0	320378	-138635	0	0	299521	0	-59377	611	-257592	909	190	851
492	0	245047068	0	19	0	326606	-138619	0	0	308209	0	-57724	611	-246885	931	204	872
493	0	185279442	0	18	0	331158	-138603	0	0	315009	0	-57724	611	-239137	939	247	883
494	1	139568933	28	19	0	327710	-139507	0	0	309833	0	-57724	611	-247860	931	204	872
495	1	130000000	25	18	0	324585	-140652	0	0	305568	0	-57724	611	-256057	919	190	860
496	2	205692470	35	19	0	324614	-140696	0	0	303488	0	-58974	611	-261007	909	190	851
497	2	120263265	35	19	0	325498	-140621	0	0	304241	0	-60224	611	-261698	909	190	851
498	0	245128878	0	18	0	331728	-140605	0	0	312931	0	-58573	611	-251004	931	204	872
499	0	185787282	0	18	0	336298	-140589	0	0	319747	0	-58573	611	-243229	939	241	882
500	1	138631861	27	19	0	332892	-141492	0	0	314617	0	-58573	611	-251868	931	204	872
501	1	130000000	25	18	0	329767	-142637	0	0	310352	0	-58573	611	-260059	919	190	860
502	2	207684515	35	19	0	329775	-142684	0	0	308202	0	-59823	611	-265117	910	190	851
503	2	120264210	35	19	0	330659	-142609	0	0	308955	0	-61073	611	-265809	910	190	851
504	0	245082093	0	18	0	336888	-142593	0	0	317643	0	-59431	611	-255145	931	204	872
505	0	186346337	0	18	0	341478	-142577	0	0	324471	0	-59431	611	-247340	939	235	882
506	1	139542980	26	18	0	338098	-143481	0	0	319370	0	-59431	611	-255944	931	204	872
507	1	130000000	25	18	0	334973	-144626	0	0	315105	0	-59431	611	-264134	919	190	860
508	2	208592905	35	19	0	334971	-144676	0	0	312924	0	-60681	611	-269240	910	190	851
509	2	120255970	35	19	0	335855	-144601	0	0	313678	0	-61931	611	-269932	910	190	851
510	0	244985058	0	18	0	342082	-144585	0	0	322366	0	-60300	611	-259273	930	204	872
511	0	186745025	0	18	0	346687	-144569	0	0	329200	0	-60300	611	-251447	939	233	882
512	1	140000000	25	18	0	343312	-145474	0	0	324105	0	-60300	611	-260065	931	204	872
513	1	130000000	25	18	0	340187	-146619	0	0	319840	0	-60300	611	-268258	919	190	860
514	2	208738700	35	19	0	340184	-146669	0	0	317656	0	-61550	611	-273373	910	190	852
515	2	120239795	35	19	0	341068	-146594	0	0	318411	0	-62800	611	-274067	910	190	852
516	0	244888430	0	18	0	347293	-146578	0	0	327097	0	-61179	611	-263414	930	204	872
517	0	187321601	0	18	0	351913	-146562	0	0	333936	0	-61179	611	-255566	939	233	882
518	1	140000000	25	18	0	348538	-147467	0	0	328841	0	-61179	611	-264185	930	204	872
519	1	130000000	25	18	0	345413	-148612	0	0	324576	0	-61179	611	-272381	919	190	860
520	2	208942125	35	19	0	345409	-148662	0	0	322384	0	-62429	611	-277508	910	190	852
521	2	120194150	35	19	0	346293	-148587	0	0	323140	0	-63679	611	-278202	910	190	852
522	0	244772405	0	18	0	352515	-148571	0	0	331824	0	-62066	611	-267555	930	204	872
523	0	187681385	0	18	0	357149	-148555	0	0	338668	0	-62066	611	-259688	939	233	882
524	1	140000000	25	18	0	353774	-149460	0	0	333573	0	-62066	611	-268306	930	204	872
525	1	130000000	25	18	0	350649	-150605	0	0	329308	0	-62066	611	-276505	919	190	860
526	2	209122995	35	19	0	350643	-150655	0	0	327110	0	-63316	611	-281643	910	190	852
527	2	120153955	35	19	0	351528	-150580	0	0	327867	0	-64566	611	-282338	910	190	852
528	0	244643990	0	18	0	357747	-150564	0	0	336550	0	-62962	611	-271698	930	204	871
529	0	188137641	0	18	0	362395	-150548	0	0	343400	0	-62962	611	-263811	939	233	882
530	1	140000000	25	18	0	359020	-151453	0	0	338305	0	-62962	611	-272430	930	204	872
531	1	130000000	25	18	0	355895	-152598	0	0	334040	0	-62962	611	-280633	919	190	860
532	2	209278670	35	19	0	355888	-152648	0	0	331838	0	-64212	611	-285782	911	190	852
533	2	120110775	35	19	0	356773	-152573	0	0	332595	0	-65462	611	-286477	911	190	852
534	0	244515080	0	17	0	362987	-152557	0	0	341275	0	-63866	611	-275845	930	204	871
535	0	188336845	0	17	0	367647	-152541	0	0	348130	0	-63866	611	-267942	937	233	880
536	1	140000000	25	18	0	364272	-153446	0	0	343035	0	-63866	611	-276561	930	204	872
537	1	130000000	25	18	0	361147	-154591	0	0	338770	0	-63866	611	-284769	919	190	860
538	2	209322940	35	19	0	361140	-154641	0	0	336566	0	-65116	611	-289922	911	190	852
539	2	120076580	35	19	0	362025	-154566	0	0	337325	0	-66366	611	-290619	911	190	852
540	0	244394811	0	17	0	368235	-154550	0	0	346005	0	-64776	611	-279994	929	204	870
541	0	189206039	0	17	0	372958	-154534	0	0	353001	0	-64776	611	-271965	936	233	879
542	1	140000000	25	18	0	369583	-155439	0	0	347906	0	-64776	611	-280585	930	204	872
543	1	130000000	25	18	0	366458	-156584	0	0	343641	0	-64776	611	-288785	919	190	860
544	2	212435865	35	19	0	366418	-156638	0	0	341336	0	-66026	611	-294092	911	190	853
545	2	120076970	35	19	0	367303	-156563	0	0	342096	0	-67276	611	-294792	911	190	853
546	0	244301957	0	17	0	373510	-156547	0	0	350774	0	-65691	611	-284171	928	204	870
547	0	191521302	0	17	0	378312	-156531	0	0	357931	0	-65691	611	-275997	935	233	878
548	1	140000000	25	18	0	374937	-157436	0	0	352836	0	-65691	611	-284616	930	204	872
549	1	130000000	25	17	0	371812	-158581	0	0	348571	0	-65691	611	-292806	919	190	860
550	2	216309845	35	19	0	371736	-158640	0	0	346146	0	-66941	611	-298295	911	190	853
551	2	120110775	35	19	0	372621	-158565	0	0	346903	0	-68191	611	-298995	911	190	853
552	0	244204115	0	17	0	378827	-158549	0	0	355580	0	-66613	611	-288380	928	204	869
553	0	195144744	0	17	0	383700	-158533	0	0	362901	0	-66613	611	-280064	934	233	878
554	1	140000000	25	18	0	380325	-159438	0	0	357806	0	-66613	611	-288684	930	204	872
555	1	130000000	25	17	0	377200	-160583	0	0	353541	0	-66613	611	-296874	919	190	860
556	2	219547435	35	19	0	377091	-160647	0	0	351003	0	-67863	611	-302533	911	190	853
557	2	120194285	35	19	0	377975	-160572	0	0	351759	0	-69113	611	-303238	911	190	853
558	0	244142729	0	17	0	384179	-160556	0	0	360435	0	-67538	611	-292625	927	204	868
559	0	198625739	0	17	0	389113	-160540	0	0	367882	0	-67538	611	-284198	934	233	877
560	1	140000000	25	18	0	385738	-161445	0	0	362787	0	-67538	611	-292817	930	204	872
561	1	130000000	25	17	0	382613	-162590	0	0	358522	0	-67538	611	-301007	920	191	861
562	2	222332925	35	19	0	382476	-162658	0	0	355895	0	-68788	611	-306799	912	190	853
563	2	120300980	35	19	0	383360	-162583	0	0	356647	0	-70038	611	-307508	911	190	853
564	0	244088298	0	17	0	389563	-162567	0	0	365323	0	-68467	611	-296898	927	204	868
565	0	200003461	0	17	0	394520	-162551	0	0	372815	0	-68467	611	-288427	934	233	877
566	1	140030976	26	17	0	391137	-163464	0	0	367720	0	-68467	611	-297065	930	204	872
567	1	130000000	25	17	0	388012	-164609	0	0	363455	0	-68467	611	-305255	920	191	861
568	2	223006475	35	19	0	387869	-164678	0	0	360805	0	-69717	611	-311083	912	190	853
569	2	120324815	35	19	0	388752	-164603	0	0	361556	0	-70967	611	-311793	912	190	853
570	0	244063729	0	17	0	394955	-164587	0	0	370231	0	-69397	611	-301184	927	204	868
571	0	200413525	0	17	0	399964	-164571	0	0	377831	0	-69397	611	-292617	934	233	877
572	1	140096100	26	17	0	396574	-165491	0	0	372736	0	-69397	611	-301269	930	204	872
573	1	130000000	25	17	0	393449	-166636	0	0	368471	0	-69397	611	-309459	920	192	861
574	2	225291185	35	19	0	393285	-166708	0	0	365750	0	-70647	611	-315390	912	190	853
575	2	120438065	35	19	0	394168	-166633	0	0	366499	0	-71897	611	-316104	912	190	853
576	0	244057717	0	18	0	400370	-166617	0	0	375174	0	-70328	611	-305496	927	204	868
577	0	202313161	0	17	0	405460	-166601	0	0	382944	0	-70328	611	-296782	934	233	877
578	1	140115700	27	17	0	402063	-167523	0	0	377849	0	-70328	611	-305448	930	204	872
579	1	130000000	25	17	0	398938	-168668	0	0	373584	0	-70328	611	-313638	920	195	861
580	2	228672020	35	19	0	398739	-168746	0	0	370755	0	-71578	611	-319736	912	190	853
581	2	120657685	35	19	0	399618	-168671	0	0	371497	0	-72828	611	-320460	912	190	853
582	0	244097162	0	18	0	405821	-168655	0	0	380173	0	-71257	611	-309849	926	204	868
583	0	205888537	0	17	0	410997	-168639	0	0	388114	0	-71257	611	-300980	934	233	877
584	1	140182416	27	17	0	407592	-169563	0	0	383019	0	-71257	611	-309661	930	204	872
585	1	130000000	25	17	0	404467	-170708	0	0	378754	0	-71257	611	-317851	920	197	861
586	2	232394375	35	19	0	404234	-170790	0	0	375811	0	-72507	611	-324119	912	190	853
587	2	120990370	35	19	0	405111	-170716	0	0	376546	0	-73757	611	-324858	912	190	853
588	0	244154989	0	18	0	411315	-170700	0	0	385223	0	-72185	611	-314247	926	204	868
589	0	210005863	0	17	0	416570	-170684	0	0	393308	0	-72185	611	-305245	934	233	877
590	1	140462152	27	17	0	413149	-171615	0	0	388213	0	-72185	611	-313960	930	204	871
591	1	130000000	25	17	0	410024	-172760	0	0	383948	0	-72185	611	-322150	920	199	862
592	2	235237785	35	19	0	409767	-172846	0	0	380920	0	-73435	611	-328543	912	190	854
